id,title,date,notes,physicalDescription,object_type,topic,hue,saturation,lightness,vibrant,muted,darkVibrant,darkMuted,lightVibrant,material_1_x,image,material,recordLink,record_urls,addl_urls
ld1-1643406825086-1643406881563-0,"Insignia, Rank Indicator, Grass Woven & Painted",1880s,"AS OF 2000, CAT. #74432 CONSISTS OF ONE COLUMN OF 4 CYLINDRICAL WOVEN SPRUCE-ROOT? RINGS, SOMETIMES REFERRED TO AS ""POTLATCH RINGS,"" USUALLY USED ON TOPS OF HATS. -F. PICKERING 6-14-2000",,Hat Ring,Anthropology,210.31,45.12,57.84,#6393c4,#648db9,#244160,#4f3d2c,#8bbbe4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30d24fd1bbe6f457ebade7baa2e49a7bb/640,Painted Finishes,http://n2t.net/ark:/65665/33621e61a-83fd-4778-bc20-cb4b6315ea79,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e7a10593f9f0452aa16062812c9e7a1b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3647b5410bdb6492da2877d6cf6a95b97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c6350bd15e31420a953d3ce732bed9f5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a80358e52a8a4053bb7a5d3a40cb5c51/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35a1c1c8e2cc94dc1956308b479883a7f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30d24fd1bbe6f457ebade7baa2e49a7bb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316127a8f50a544b9bfc6272756298324/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ee73e5e049a84682841322ca0735bb5d/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e7a10593f9f0452aa16062812c9e7a1b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3647b5410bdb6492da2877d6cf6a95b97/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c6350bd15e31420a953d3ce732bed9f5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a80358e52a8a4053bb7a5d3a40cb5c51/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35a1c1c8e2cc94dc1956308b479883a7f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30d24fd1bbe6f457ebade7baa2e49a7bb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m316127a8f50a544b9bfc6272756298324/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ee73e5e049a84682841322ca0735bb5d/640']"
ld1-1643406825086-1643406880938-0,"Indian Rain-Hat, Old Pattern",1880s,"From 19th or early 20th century exhibit label with card: ""Rain-Hat (Old Pattern). - Made of grass (iris tenax), closely braided and painted green; waterproof. Shape, truncated cone. Band inside to fit head; secured by broad woolen strap which passes under chin. Sitka-Kwan Indians. Diameter, 17 1/2 ins. Height, 9 ins. Alaska, 1882. Collected by John J. McLean.""",,Hats,Anthropology,211.72,37.99,55.1,#618ab8,#547eae,#446c9c,#4d4c3c,#759ccc,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30be576ff127041109212df92d7d89b9a/640,Painted Finishes,http://n2t.net/ark:/65665/3130c9059-ae68-43ac-a980-a1c15a5c8da9,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a65033088e634697b8fdb9f06242eba6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37966faf4d5624797b06d82746f5fa12c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e12f527f2944bc4916b833a0232ffc3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37ea66d07625c4a9bb42d07e29fa55905/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30be576ff127041109212df92d7d89b9a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a6bbb46776d40fdb1d45d97ae5a9f9d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3876f560e3ce743e7950299f7cca11d55/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f74a9094563e484e9b976a4484e82ad5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dcda31c354a840c590d08f20949c5d42/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3a65033088e634697b8fdb9f06242eba6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37966faf4d5624797b06d82746f5fa12c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38e12f527f2944bc4916b833a0232ffc3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37ea66d07625c4a9bb42d07e29fa55905/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30be576ff127041109212df92d7d89b9a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a6bbb46776d40fdb1d45d97ae5a9f9d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3876f560e3ce743e7950299f7cca11d55/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f74a9094563e484e9b976a4484e82ad5/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dcda31c354a840c590d08f20949c5d42/640']"
ld1-1643407023501-1643407069928-0,"Hat ""Makha-Shekho""",1880s,"A black-brimmed painted basketry hat. Illustrated Fig. 15, p. 64 in Ostapkowicz, Joanna, 2010, ""Nuu-chah-nulth and Makah Black-brimmed Hats: Chronology and Style,"" American Indian Art Magazine, 35(3).",18 cm,Hats,Anthropology,214.19,37.39,54.9,#6186b7,#5174a4,#6c4c1c,#323b48,#84abe3,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9dc24bc95c049389399ce6e7af0ea2d/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/349d63317-f0db-4987-bd1e-5ac5e3ed2577,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m331c9873393524025a47b12c88f0b68dc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df32ce5bce7140a782c7caf3b041c95b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b4571f995acc43db98e567d790dd383f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33ea57516c971452092cb796ec46fec22/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f05fef9fd8894f6081db8f869e7c1206/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9dc24bc95c049389399ce6e7af0ea2d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c2343725da7a4fa4a3b73e32d6b351fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3abcb366a60da4152a92089d08e937f5c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ce95af66e75c41928eaba41a592b2d2c/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m331c9873393524025a47b12c88f0b68dc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df32ce5bce7140a782c7caf3b041c95b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b4571f995acc43db98e567d790dd383f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33ea57516c971452092cb796ec46fec22/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f05fef9fd8894f6081db8f869e7c1206/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9dc24bc95c049389399ce6e7af0ea2d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c2343725da7a4fa4a3b73e32d6b351fd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3abcb366a60da4152a92089d08e937f5c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3ce95af66e75c41928eaba41a592b2d2c/640']"
ld1-1643406825086-1643406881310-1,Rain-Hat,1880s,4 Sep 2024,,Hats,Anthropology,216.2,61.42,61.37,#6090d9,#9f735b,#19396b,#415366,#84b4f5,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a059a7ab98f42969c77a52f470e2eed/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/344f97a3a-efc8-4f4d-9094-0c94bdc32dbc,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m323d55aa75e7f41b2899732371787b9de/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m305a2ec2040d9408ea19fa0883fe2d93f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7896c5583f54ac3ab514ccf45693197/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df36edd1c5ec43648b0e747df878eb83/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a059a7ab98f42969c77a52f470e2eed/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38dc422f7ff674a90862e98398eee9b0b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f7b3564f81d147cc95b7c176e06b29cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34674e4ca94cd494facc5bf104290428f/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m323d55aa75e7f41b2899732371787b9de/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m305a2ec2040d9408ea19fa0883fe2d93f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c7896c5583f54ac3ab514ccf45693197/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df36edd1c5ec43648b0e747df878eb83/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36a059a7ab98f42969c77a52f470e2eed/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38dc422f7ff674a90862e98398eee9b0b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f7b3564f81d147cc95b7c176e06b29cb/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34674e4ca94cd494facc5bf104290428f/640']"
ld1-1643406825086-1643406880805-0,Straw Hat,1880s,"May be Sitka Tlingit?: it is identified as collected in Sitka; and also see accession history re the basket part of this accession being from the ""Sitka-Kwahn.""",,Hats,Anthropology,211.43,35.29,53.33,#5e86b2,#a48660,#5e422c,#6a4f32,#8bb4dc,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36137f73508f247108dfb8f1b1618ad38/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/3d0f9f9b9-5283-4451-b4d8-8b4eb8b9f5c1,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3326e13ea3a9b4e889e79588ec29b33c3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0f8a68695ed4880a2869f006c2d7993/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3297d6ed11e8c4ceebb73830639db306d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m397df68ad44014ccea41cc4b494a2a74f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m307718b63ac264ec9881db6e8dee38fb6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b954f51d35ae4f54a7643ce9125083ed/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37d30702c552243c0bc4e51983161d37c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36137f73508f247108dfb8f1b1618ad38/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m342890ba530f64a66953e77f323bb16fc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9c4b778048148449185b6469a7b2e93/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3737d794fb39045b086c847ec7e6f43cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e89bc9db62b4377823442221d28ff55/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37efc44174b59425a90b12befbdc84e52/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0e6eda1cd8541c6a6b13bc0b7e6f2cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dcda31c354a840c590d08f20949c5d42/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3326e13ea3a9b4e889e79588ec29b33c3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0f8a68695ed4880a2869f006c2d7993/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3297d6ed11e8c4ceebb73830639db306d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m397df68ad44014ccea41cc4b494a2a74f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m307718b63ac264ec9881db6e8dee38fb6/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3b954f51d35ae4f54a7643ce9125083ed/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37d30702c552243c0bc4e51983161d37c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m36137f73508f247108dfb8f1b1618ad38/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m342890ba530f64a66953e77f323bb16fc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f9c4b778048148449185b6469a7b2e93/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3737d794fb39045b086c847ec7e6f43cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35e89bc9db62b4377823442221d28ff55/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m37efc44174b59425a90b12befbdc84e52/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3f0e6eda1cd8541c6a6b13bc0b7e6f2cc/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dcda31c354a840c590d08f20949c5d42/640']"
ld1-1643398738600-1643398749850-0,Green hat worn by Alicia Keys on the album cover of Songs in A Minor,2000s,"A kelly green wool fur felt hat worn by Alicia Keys on the cover of the album Songs in A Minor (2001). The hat has a wide, floppy brim and a tall crown. A gold metal chain link is tacked down with green thread around the bottom crown. There are no labels in the hat.",wool felt and metal,Hats,Hip-hop (Music),150.7,36.13,53.33,#5db389,#5da384,#286b43,#45715b,#a4d4bd,Fabrics and Felts,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_118_1_1_006,Fabrics and Felts,https://nmaahc.si.edu/object/nmaahc_2015.118.1.1,,https://ids.si.edu/ids/deliveryService?id=NMAAHC-2015_118_1_1_006.jpg
ld1-1643406825086-1643406839320-0,Doll's Hat,1920s,30 Jul 2020,,Hats,Anthropology,217.5,64.65,61.18,#5c8cdc,#6a778e,#34598c,#2b3442,#80aeef,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32699356b45b14d8a9cefd77231f25037/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/369fcd55e-eee5-4028-8316-bf63d76e0f6f,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33818de3bccb941769c9505e61019afd4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m372ff93a1ab3a4967a6d78a004623ac84/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e4875f1444a54f1e9e4f219a27371851/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39e9cc4b03f974529bab06bb73f1b4aab/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32699356b45b14d8a9cefd77231f25037/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df26c41a8a7a4986898c97fbec92e28f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3779afdd47b9c49e1aef033e471c16969/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33818de3bccb941769c9505e61019afd4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m372ff93a1ab3a4967a6d78a004623ac84/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e4875f1444a54f1e9e4f219a27371851/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39e9cc4b03f974529bab06bb73f1b4aab/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m32699356b45b14d8a9cefd77231f25037/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3df26c41a8a7a4986898c97fbec92e28f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3779afdd47b9c49e1aef033e471c16969/640']"
ld1-1643406825086-1643406843822-0,Basketry Hat,1920s,4 Sep 2024,,Hats,Anthropology,215.59,56.73,59.22,#5c8cd2,#8f614d,#78541c,#695133,#8cb9f7,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a4f2bc990a14a7693fa227124fee782/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/39b435a6f-b0a2-4769-b9d9-89e489d75695,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bedf34cf93164fae886947b4b851b887/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bede9d263f8d4a19a4612f2545d008b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m340db51cd5d3948cb965852c6fe8e1e4b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c61f8a97ed0a40978e50cc0000d63a0d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ae6ea021f7d4416967c83f778f26bc7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b87b32c130f4d9aa3650e305504e75c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a4f2bc990a14a7693fa227124fee782/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34ce007bf24fb43f7b0438b995f0a2996/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bedf34cf93164fae886947b4b851b887/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3bede9d263f8d4a19a4612f2545d008b2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m340db51cd5d3948cb965852c6fe8e1e4b/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c61f8a97ed0a40978e50cc0000d63a0d/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35ae6ea021f7d4416967c83f778f26bc7/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34b87b32c130f4d9aa3650e305504e75c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30a4f2bc990a14a7693fa227124fee782/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m34ce007bf24fb43f7b0438b995f0a2996/640']"
ld1-1643406825086-1643406846795-0,Hat Of Twined Basketry,1930s,30 Jul 2020,,Hats,Anthropology,212.73,36.97,53.33,#5c84b4,#5c7caf,#624424,#695239,#8fbaeb,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38015992156884decb8c5ce76fc3ba416/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/33adb3d70-1488-4c10-947b-de00824b8182,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m352f4edec91ec4e2194eba3f60c0ece40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3696c65dc4d164705b461c020c0d9e572/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38015992156884decb8c5ce76fc3ba416/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3103c2751c06047778dbe98a1a721e01c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3092dcfdf07c54bebb1e6580e80e1dee8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31553dfb6b718474bb3fd4a9cfb21e96e/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m352f4edec91ec4e2194eba3f60c0ece40/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3696c65dc4d164705b461c020c0d9e572/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38015992156884decb8c5ce76fc3ba416/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3103c2751c06047778dbe98a1a721e01c/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3092dcfdf07c54bebb1e6580e80e1dee8/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31553dfb6b718474bb3fd4a9cfb21e96e/640']"
ld1-1643406825086-1643406833271-0,Hat,1910s,4 Sep 2024,,Hats,Anthropology,212.41,36.4,53.14,#5c84b3,#5c84a4,#2a3f60,#413d33,#6793c7,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3153c3c7a0e9841fe9fb9a222c6bfd1a4/640,Painted Finishes,http://n2t.net/ark:/65665/3539a44de-fe6d-4cea-bf6b-35af1c663018,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m399fc4dc97d95435982fa9d699255c700/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3153c3c7a0e9841fe9fb9a222c6bfd1a4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dd343a352cec421d89390ab5058e38d0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35bdf43d55cc541329556f2100a6d34cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33f29622bdc16453d8868adbeece8299a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m372e44c81dd1d4498b83e49d5ba24650f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317f718a4387244e692022a30c58ac070/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m310d4dbdea07443ff91c0ec4ce9ae15e7/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m399fc4dc97d95435982fa9d699255c700/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3153c3c7a0e9841fe9fb9a222c6bfd1a4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3dd343a352cec421d89390ab5058e38d0/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m35bdf43d55cc541329556f2100a6d34cd/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33f29622bdc16453d8868adbeece8299a/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m372e44c81dd1d4498b83e49d5ba24650f/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m317f718a4387244e692022a30c58ac070/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m310d4dbdea07443ff91c0ec4ce9ae15e7/640']"
ld1-1643407023501-1643407080356-0,Chief Crest With Top Plume,1870s,"FROM CARD: ""REPLACEMENT CARD: INFORMATION COPIED FROM LEDGER, AUGUST, 1983. HAT OF WOOD PAINTED DARK BLUE W/4 BROAD BANDS OF GRAY. HEAD FORMS SHAPE OF ANIMAL W/SNOUT, FANGS. COPPER STRIPS ON LIPS, NOSTRILS. LARGE, METAL COVERED EYES (METAL MISSING FROM ONE EYE.)"" Hat also has a column of blue painted cylindrical basketry hat rings (sometimes called potlatch rings) stored with it, which was at one time attached to top of hat.",,Hats,Anthropology,213.63,37.45,52.35,#5880b3,#5474aa,#436b9d,#514535,#7ca4e4,,https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c1a10675bbe34e4492376e2f2147bcd9/640,Natural Fibers and Straw,http://n2t.net/ark:/65665/315af0537-9f81-474b-9b80-ad6af779bff3,"['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m348b2b61d83654e8d83b0aeedd0953d22/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39cdf8169e5104c1a8eb959b456a9f8e4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m311bb9d63abce4af9ab71f34f03b4b612/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e147199c302045c68cf1f035ec80dc95/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33039c91f4ddc4697a5f409034caf7d19/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m370829aea30bd40dba9f269ef98a32a9e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31b29389bab634afabb626f767a8e6bd2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c1a10675bbe34e4492376e2f2147bcd9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30930252e502d4f9693b34642deaa28f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c49a402aa384e21afe992d4dbc07618/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m343b5c118e85443138a856e59e5701495/640']","['https://ids.si.edu/ids/deliveryService/id/ark:/65665/m348b2b61d83654e8d83b0aeedd0953d22/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m39cdf8169e5104c1a8eb959b456a9f8e4/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m311bb9d63abce4af9ab71f34f03b4b612/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3e147199c302045c68cf1f035ec80dc95/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m33039c91f4ddc4697a5f409034caf7d19/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m370829aea30bd40dba9f269ef98a32a9e/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m31b29389bab634afabb626f767a8e6bd2/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m3c1a10675bbe34e4492376e2f2147bcd9/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m30930252e502d4f9693b34642deaa28f3/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m38c49a402aa384e21afe992d4dbc07618/640', 'https://ids.si.edu/ids/deliveryService/id/ark:/65665/m343b5c118e85443138a856e59e5701495/640']"
